http://www.bbc.com/news/world-middle-east-25810934,Christine Jeavans        
http://www.youtube.com/watch?v=sReCLWr4QYU,News Daily Planet +         
http://balkanmun.soekin.org/Study_Guide_of_SECURITY_COUNCIL.pdf,         
http://www.press-report.net/clanek-20923956-more-chemical-tainted-fruits-destroyed,         
http://middleeast.about.com/od/mediacultureandthearts/a/Latest-News-In-The-Middle-East-February-24-March-2-2014.htm,Primoz Manfreda        
http://www.atpinc.com/p2-4a.php?sn=00000395,         
http://en.wikipedia.org/wiki/Industrial-grade_prime,         
http://www.dow.com/propyleneglycol/products/industrial_grade.htm,         
http://cheaptubes.com/industrialgrademwnts.htm,         
http://www.lyondellbasell.com/Products/ByCategory/basic-chemicals/IntermediateChemicalsAndGlycols/PropyleneGlycolIndustrialGrade/,         
http://www.corning.com/WorkArea/downloadasset.aspx?id=17711,         
http://www.bloomberg.com/news/2013-12-06/tesla-s-industrial-grade-solar-power-storage-system.html,Ashlee Vance        
http://www.issi.com/WW/pdf/Ind-Memory.pdf,         
http://www.amazon.com/Titan-Elite-Industrial-Grade-Scissor/dp/B0046EBW1C,         
http://www.cactus-tech.com/en/cactus-difference/industrial-grade-vs-commercial-grade,         
https://www.blcklst.com/help/article/368,         
http://www.enrollamerica.org/ten-ways-to-make-health-coverage-enrollment-and-renewal-easy/,Jennifer Sullivan        
https://www.blcklst.com/help/article/325,         
http://www.fcps.edu/news/starttimes/communityengagementprocess.pdf,         
http://www.surrey.ac.uk/research/fellowships_strategy/Process/,         
http://www.washingtonpost.com/national/health-science/how-do-the-health-laws-online-exchanges-work-what-you-need-to-know-to-get-started/2013/09/16/ef7974c8-1988-11e3-a628-7e6dde8f889d_story.html,Mary Agnes Carey AND Julie Appleby    
http://together.scienceonline.com/faqs/,         
http://www.health.state.mn.us/topics/cannabis/,         
http://www.uspto.gov/web/offices/com/oqm-old/Facilitation.pdf,         
http://www.admin.cam.ac.uk/univ/plagiarism/examiners/detection.html,         
http://www.bbc.com/news/world-middle-east-27178999,         
http://www.youtube.com/watch?v=pkn_6eN4ti8,Top World News         
http://www.health.state.mn.us/divs/eh/hazardous/topics/toxfreekids/priority.html,         
http://www.health.state.mn.us/divs/eh/hazardous/topics/toxfreekids/,         
http://www.maine.gov/dep/safechem/priority.html,         
http://www.medicalnewstoday.com/articles/276702.php,Honor Whiteman        
http://www.walmartsustainabilityhub.com/app/answers/detail/a_id/311,         
http://www.emb.gov.ph/portal/chemical/Permitings/PriorityChemicalList.aspx,         
http://www.amazon.com/Encyclopedia-Environmentally-Hazardous-Priority-Chemicals/dp/044453105X,         
http://www.cleanwateraction.org/files/publications/mn/priority-chemical-list.pdf,         
http://www.biomonitoring.ca.gov/chemicals/priority-chemicals,         
http://4therecord.org/conflict/syria/syria-archive/,         
http://www.nytimes.com/2014/02/28/world/europe/crimea-ukraine.html,Andrew Higgins AND Steven Erlanger     
http://www.usubc.org/site/recent-news/ukraine-in-the-news-2-27-2014-thursday,         
http://www.theoccidentalobserver.net/2014/02/competing-nationalisms-in-the-ukraine/,Kevin MacDonald        
http://ex-army.blogspot.com/2014_02_01_archive.html,         
http://www.youtube.com/watch?v=iDsZTCg5b8s,Free Thinking News         
http://gawker.com/pro-russia-gunmen-seize-government-buildings-in-ukrain-1532352490,Taylor Berman        
http://www.telegraphindia.com/1140228/jsp/foreign/story_18029825.jsp,ANDREW HIGGINS AND STEVEN LEE MYERS    
http://www.youtube.com/watch?v=LOd3uhU3kO8,Free Thinking News         
http://www.abovetopsecret.com/forum/thread1006638/pg1,         
http://es.redskins.com/topic/377195-bbc-ukraine-sanctions-imposed-amid-kiev-clashes/page-2,         
http://archive.wn.com/2014/03/06/1400/worldnews/,         
http://www.nytimes.com/2014/02/27/world/europe/russia.html,ANDREW HIGGINS AND STEVEN LEE MYERS    
http://news.kievukraine.info/2014/02/putin-drills-ground-troops-at-ukraines.html,Nicholas         
http://www.american-reporter.com/4,941W/sec1.html,         
http://www.thewire.com/global/2014/02/russia-begin-military-exercises-tensions-rise-crimea/358582/,Brian Feldman AND @BAFeldman      
http://patdollard.com/2014/02/putin-drills-military-at-ukraines-doorstep-obama-issues-one-of-his-laughable-weakling-coward-warnings/,Jack Flash        
http://www.merriam-webster.com/dictionary/uncompromising,         
http://www.thefreedictionary.com/uncompromisingly,         
http://www.collinsdictionary.com/dictionary/english/uncompromisingly,         
http://www.cuttingedge.org/News/n2206.cfm,         
http://www.biblegateway.com/passage/?search=Psalm+92%3A12-15&version=AMP,         
http://dictionary.cambridge.org/dictionary/british/uncompromising,         
http://thinkprogress.org/world/2014/02/27/3339221/crimea-riven-ukraine/,Hayes Brown AND @HayesBrown      
http://thelede.blogs.nytimes.com/2014/02/27/live-coverage-tensions-in-ukraine/,CHRISTINE HAUSER AND JENNIFER PRESTON     
http://uk.reuters.com/article/2014/02/26/uk-ukraine-crisis-usa-idUKBREA1P1LS20140226,Arshad Mohammed AND Lesley Wroughton     
http://www.theguardian.com/world/2014/feb/26/ukraine-new-leader-disbands-riot-police-crimea-separatism,Oksana Grytsenko AND Shaun Walker AND Harriet Salem  
http://www.businessweek.com/news/2014-02-26/kerry-says-u-dot-s-dot-planning-1-billion-loan-guarantee-for-ukraine,Nicole Gaouette        
http://www.telegraph.co.uk/news/worldnews/europe/ukraine/10663971/Russia-and-Nato-to-face-off-over-Ukraine.html,Roland Oliphant        
http://edition.cnn.com/2014/02/27/politics/russia-ukraine-troop-movements/,Barbara Starr        
http://bigstory.ap.org/article/us-eyes-1-billion-ukraine-loan-guarantees,MATTHEW LEE        
http://www.stuff.co.nz/world/europe/9770276/Keep-out-of-Ukraine-Russia-warned,         
http://www.euractiv.com/europes-east/russia-puts-troops-alert-ukraine-news-533803,@EurActiv         
http://thehill.com/policy/international/199410-reports-armed-men-seize-ukraine-government-buildings-raise,Rebecca Shabad        
http://www.wjla.com/articles/2014/02/russia-sheltering-ukrainian-president-viktor-yanukovych-100619.html,The Associated Press       
http://www.businessinsider.com/armed-men-seized-parliament-2014-2,DALTON BENNETT AND Associated Press     
http://www.ryot.org/russian-military-men-now-occupy-airport-ukraine/586181,Brittany Greenquist AND @britgreenquist      
http://www.military.com/daily-news/2014/02/27/ukraine-pro-russia-gunmen-seize-offices-in-crimea.html,Dalton Bennett        
http://www.latimes.com/world/worldnow/la-fg-wn-ukraine-crimea-20140227-story.html,Associated Press        
http://www.cbsnews.com/news/fears-of-a-divided-ukraine-rise-as-pro-russia-demonstrators-storm-crimean-parliament/,         
http://news.clearancejobs.com/2014/02/27/genealogy-al-qaeda-standoff-crimea-wrangling-government-big-data-daily-intelligence/,Ed Ledford AND @ECLedford      
http://hotair.com/archives/2014/02/27/pro-russian-forces-seize-crimean-parliament-building/,Ed Morrissey        
http://www.todayszaman.com/news-340657-russia-reportedly-sheltering-ukraines-president.html,         
http://www.npr.org/blogs/thetwo-way/2014/02/27/283327707/ukraine-crisis-pro-russia-gunmen-seize-offices-in-crimea,Mark Memmott        
http://www.nytimes.com/2014/02/28/world/europe/ukraine.html,Steven Lee Myers       
http://ukrainianweek.com/News/103459,         
http://swampland.time.com/2014/02/27/morning-must-reads-february-27-2/,Maya Rhodan AND @m_rhodan      
http://flashtrafficblog.wordpress.com/2014/02/27/is-russia-preparing-to-move-on-ukraine-sends-fighter-jets-troops-near-border-u-s-warns-russia-military-force-would-be-grave-mistake-here-are-the-latest-developments/,Joel C. Rosenberg       
http://pejmanyousefzadeh.net/2014/02/,Pejman Yousefzadeh        
http://www.kyivpost.com/content/ukraine-abroad/new-york-times-ousted-ukrainian-leader-asks-russia-to-protect-him-337761.html,         
http://michaelsnyder.mensnewsdaily.com/2014/02/12-signs-that-russia-is-ready-to-fight-a-war-over-crimea/,Michael Snyder        
http://www.kyivpost.com/content/ukraine-abroad/new-york-times-ousted-yanukovych-seeks-russian-aid-as-tensions-rise-in-crimea-337785.html,         
http://en.wikipedia.org/wiki/Self-defense,         
http://www.vaselfdefenselaw.com/,         
http://criminal.findlaw.com/criminal-law-basics/self-defense-overview.html,         
http://www.rad-systems.com/rad_advanced.html,         
http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0049986,Boris P. Denisov AND Victoria I. Sakevich AND Aiva Jasilioniene
http://belarusdigest.com/story/winning-crimea-russia-can-lose-belarus-17104,Ryhor Astapenia        
http://www.foreignaffairs.com/articles/141048/andrew-wilson/belarus-wants-out,Andrew Wilson        
http://www.fas.org/irp/threat/prolif97/fsu.html,         
http://rt.com/news/belarus-crimea-part-russia-657/,         
http://www.nytimes.com/2014/05/30/world/europe/putin-signs-economic-alliance-with-presidents-of-kazakhstan-and-belarus.html,Neil MacFarquhar        
http://www.avert.org/hiv-aids-russia-eastern-europe-central-asia.htm,         
http://www.smh.com.au/world/crimea-airport-calm-but-gunmen-remain-outside-20140228-hvfmj.html,         
http://www.nytimes.com/2014/02/28/world/europe/ukraine-tensions.html,Andrew Higgins        
